OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName
USGS-MI,USGS Michigan Water Science Center,USGS-04097160,"PORTAGE R AT U AVE NR FULTON, MI",Stream,NA,04050001,59.3,sq mi,NA,NA,42.14365665,-85.4652736,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097170,"PORTAGE RIVER AT W AVENUE NEAR VICKSBURG, MI",Stream,NA,04050001,68.2,sq mi,NA,NA,42.1147685,-85.4855509,24000,10,seconds,Interpolated from MAP.,NAD83,839.94,feet,0.01,feet,Level or other surveyed method.,NGVD29,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097175,"PORTAGE R AT Y AVENUE NR VICKSBURG, MI",Stream,NA,04050001,70.6,sq mi,NA,NA,42.08560258,-85.4922165,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097200,"GOURDNECK CREEK NEAR SCHOOLCRAFT, MI",Stream,NA,04050001,7.29,sq mi,NA,NA,42.1553211,-85.6141677,24000,1,seconds,Interpolated from MAP.,NAD83,853.71,feet,0.01,feet,Reported method of determination.,NGVD29,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097205,"GOURDNECK CREEK AT 23RD STREET NEAR VICKSBURG, MI",Stream,NA,04050001,13.1,sq mi,NA,NA,42.14948918,-85.5399987,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097207,"AUSTIN LAKE OUTLET AT TU AVE NEAR VICKSBURG, MI",Stream,NA,04050001,15.6,sq mi,NA,NA,42.15087815,-85.5330541,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097210,"PORTAGE CREEK AT W AVENUE AT VICKSBURG, MI",Stream,NA,04050001,35.2,sq mi,NA,NA,42.11449017,-85.5347192,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097212,"PORTAGE CREEK AB BARTON LK NR VICKSBURG, MI",Stream,NA,04050001,NA,NA,NA,NA,42.10587896,-85.553886,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097215,"HOWARD LK INLET NR VICKSBURG, MI",Stream,NA,04050001,8.01,sq mi,NA,NA,42.09254555,-85.5794416,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097220,"PORTAGE CREEK AT 24TH ST NR VICKSBURG, MI",Stream,NA,04050001,53.9,sq mi,NA,NA,42.0928241,-85.529718,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097260,"BROWN C AT W AVE BR NR FULTON, MI",Stream,NA,04050001,NA,NA,NA,NA,42.1150462,-85.4388822,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097330,"BEAR CREEK AT YZ AVENUE NEAR VICKSBURG, MI",Stream,NA,04050001,13.1,sq mi,NA,NA,42.0783805,-85.468604,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097350,"FLOWERFIELD CREEK NR SCHOOLCRAFT, MI",Stream,NA,04050001,12.5,sq mi,NA,NA,42.1130978,-85.743336,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097355,"FLOWERFIELD C AT XY AVE NR FLOWERFIELD, MI",Stream,NA,04050001,NA,NA,NA,NA,42.09254345,-85.7069452,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,077,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097370,"FLOWERFIELD CREEK AT FLOWERFIELD, MI",Stream,NA,04050001,42.6,sq mi,NA,NA,42.06393385,-85.6613871,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,149,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097380,"SPRING CREEK AT MUSKRAT ROAD NEAR FLOWERFIELD, MI",Stream,NA,04050001,10.9,sq mi,NA,NA,42.0639347,-85.6069411,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,149,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097525,"PRAIRIE RIVER AT BOWERS ROAD NEAR GILEAD, MI",Stream,NA,04050001,27.3,sq mi,NA,NA,41.80199428,-85.11663609,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,023,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097528,"PRAIRIE RIVER AT ORLAND ROAD NEAR BRONSON, MI",Stream,NA,04050001,42.5,sq mi,NA,NA,41.83949404,-85.19441789,24000,1,seconds,Interpolated from MAP.,NAD83,905,feet,10,feet,Interpolated from topographic map.,NGVD29,US,26,023,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04097530,"PRAIRIE RIVER AT ST. JOSEPH ROAD NEAR BURR OAK, MI",Stream,NA,04050001,63.3,sq mi,NA,NA,41.84088307,-85.2921998,24000,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,023,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04099000,"ST. JOSEPH RIVER AT MOTTVILLE, MI",Stream,NA,04050001,1866,sq mi,NA,NA,41.80088279,-85.7561047,24000,1,minutes,Interpolated from MAP.,NAD83,754.85,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,26,149,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101500,"ST. JOSEPH RIVER AT NILES, MI",Stream,NA,04050001,3666,sq mi,NA,NA,41.8292138,-86.2597325,24000,1,minutes,Interpolated from MAP.,NAD83,632.57,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101507,"DOWAGIAC DRAIN AT DECATUR, MI",Stream,NA,04050001,14.3,sq mi,NA,NA,42.0861111,-85.97388889,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101514,"DOWAGIAC DRAIN AT 50TH STREET NEAR DECATUR, MI",Stream,NA,04050001,21.9,sq mi,NA,NA,42.07388889,-86.0308333,24000,0.5,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101524,"LAKE OF THE WOODS DRAIN NEAR DECATUR, MI",Stream,NA,04050001,13.1,sq mi,NA,NA,42.08416667,-86.0375,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101530,"OSBORN DRAIN AT 56TH STREET NEAR KEELER, MI",Stream,NA,04050001,15.5,sq mi,NA,NA,42.0722222,-86.08888889,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101531,"OSBORN DRAIN NEAR GLENWOOD, MI",Stream,NA,04050001,13.6,sq mi,NA,NA,42.0655989,-86.0750138,24000,1,seconds,Interpolated from MAP.,NAD83,745,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04101790,"POKAGON CREEK AT POKAGON, MI",Stream,NA,04050001,NA,NA,NA,NA,41.9158333,-86.1755556,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,027,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102080,"ST. JOSEPH RIVER AT NAPIER AVE AT ST. JOSEPH, MI",Stream,NA,04050001,4260,sq mi,NA,NA,42.08920725,-86.4747444,24000,1,seconds,Interpolated from MAP.,NAD83,581,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102140,"EAGLE LAKE DRAIN NEAR LAWTON, MI",Stream,NA,04050001,14.3,sq mi,NA,NA,42.1717072,-85.9166793,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102143,"SOUTH BRANCH PAW PAW RIVER NEAR LAWTON, MI",Stream,NA,04050001,40.4,sq mi,NA,NA,42.1717072,-85.9089012,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102148,"SOUTH BRANCH PAW PAW RIVER NEAR PAW PAW, MI",Stream,NA,04050001,56.927,sq mi,NA,NA,42.2005953,-85.9014021,NA,1,minutes,Interpolated from MAP.,NAD83,720.76,feet,0.2,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102165,"EAST BRANCH PAW PAW RIVER NEAR MATTAWAN, MI",Stream,NA,04050001,9.2,sq mi,NA,NA,42.1747627,-85.7894518,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102177,"COOK DRAIN AT 58TH AVENUE NEAR MATTAWAN, MI",Stream,NA,04050001,10.6,sq mi,NA,NA,42.2078173,-85.8230657,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102178,"EAST BRANCH PAW PAW RIVER NEAR LAWTON, MI",Stream,NA,04050001,26.9,sq mi,NA,NA,42.1967065,-85.8425105,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102180,"EAST BRANCH PAW PAW RIVER AT PAW PAW, MI",Stream,NA,04050001,NA,NA,NA,NA,42.2125394,-85.8875131,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102186,"SB PAW PAW RIVER AT MICHIGAN ST AT PAW PAW, MI",Stream,NA,04050001,87.7,sq mi,NA,NA,42.21781706,-85.895847,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102192,"SOUTH BRANCH PAW PAW RIVER AT PAW PAW, MI",Stream,NA,04050001,94.3,sq mi,NA,NA,42.2350388,-85.8861251,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102195,"S B PAW PAW R ON SECTION LINE AT PAW PAW, MI",Stream,NA,04050001,NA,NA,NA,NA,42.2442052,-85.8861255,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102200,"S. BRANCH PAW PAW RIVER AT 37 1/2 ST NR PAW PAW,MI",Stream,NA,04050001,NA,NA,NA,NA,42.2564271,-85.907238,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102212,"NORTH BRANCH PAW PAW RIVER AT PAW PAW, MI",Stream,NA,04050001,NA,NA,NA,NA,42.27753777,-85.8633482,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102217,"TRIB TO N BRANCH PAW PAW RIVER NEAR PAW PAW, MI",Stream,NA,04050001,17.6,sq mi,NA,NA,42.2661491,-85.8636255,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102240,"BRANDYWINE CREEK AT 37TH STREET NEAR GOBLES, MI",Stream,NA,04050001,9.05,sq mi,NA,NA,42.3144813,-85.9077961,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102246,"NORTH EXTENSION DRAIN AT 28TH AVENUE NR GOBLES, MI",Stream,NA,04050001,10.7,sq mi,NA,NA,42.31725899,-85.9191856,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102260,"BRANDYWINE CREEK NEAR PAW PAW, MI",Stream,NA,04050001,32.2,sq mi,NA,NA,42.280871,-85.8977943,24000,0.5,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102320,"PAW PAW RIVER AT 40TH STREET NEAR PAW PAW, MI",Stream,NA,04050001,195,sq mi,NA,NA,42.2669824,-85.9375175,24000,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102350,"BRUSH CREEK AT 72ND AVENUE NEAR LAWRENCE, MI",Stream,NA,04050001,16,sq mi,NA,NA,42.15670735,-86.0555723,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102360,"RED CREEK AT 54TH STREET NEAR LAWRENCE, MI",Stream,NA,04050001,6.89,sq mi,NA,NA,42.16948466,-86.0708509,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102370,"BRUSH CREEK AT RED ARROW HIGHWAY AT LAWRENCE, MI",Stream,NA,04050001,NA,NA,NA,NA,42.21948335,-86.0433523,24000,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102392,"PAW PAW RIVER AT 52ND STREET AT LAWRENCE, MI",Stream,NA,04050001,NA,NA,NA,NA,42.2239276,-86.05168599,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102420,"PAW PAW RIVER NEAR HARTFORD, MI",Stream,NA,04050001,311,sq mi,NA,NA,42.2178156,-86.1997441,24000,1,seconds,Interpolated from MAP.,NAD83,625,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102429,"PINE CREEK AT RED ARROW HWY NEAR HARTFORD, MI",Stream,NA,04050001,9.67,sq mi,NA,NA,42.2055939,-86.1819656,24000,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102500,"PAW PAW RIVER AT RIVERSIDE, MI",Stream,NA,04050001,390,sq mi,NA,NA,42.18642675,-86.3689124,24000,1,minutes,Interpolated from MAP.,NAD83,588.32,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102533,"ST. JOSEPH RIVER AT ST. JOSEPH, MI",Stream,NA,04050001,4670,sq mi,NA,NA,42.11365077,-86.4853008,24000,1,seconds,Interpolated from MAP.,NAD83,580,feet,0.01,feet,Level or other surveyed method.,IGLD,US,26,021,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102540,"BRANDYWINE CREEK NEAR COVERT, MI",Stream,NA,04050002,NA,NA,NA,NA,42.3150337,-86.307527,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102545,"DEERLICK CREEK NEAR SOUTH HAVEN, MI",Stream,NA,04050002,NA,NA,NA,NA,42.3730874,-86.2853065,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102575,"BLACK RIVER DRAIN NEAR BANGOR, MI",Stream,NA,04050002,NA,NA,NA,NA,42.3444797,-86.0533574,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102585,"HAVEN-MAX LK DR AT RD 665 AT BLOOMINGDALE, MI",Stream,NA,04050002,NA,NA,NA,NA,42.37947958,-85.9572452,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102586,"HAVEN-MAX LK DR AB LAGOON AT BLOOMINGDALE, MI",Stream,NA,04050002,NA,NA,NA,NA,42.378924,-85.9605787,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102587,"HAVEN & MAX LAKE DRAIN NEAR BLOOMINGDALE, MI",Stream,NA,04050002,9.34,sq mi,NA,NA,42.3736463,-85.9864128,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102589,"GREAT BEAR LAKE DRAIN NEAR BLOOMINGDALE, MI",Stream,NA,04050002,12.3,sq mi,NA,NA,42.36947969,-86.000302,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102590,"GREAT BEAR LAKE DRAIN NR BREEDSVILLE, MI",Stream,NA,04050002,NA,NA,NA,NA,42.3472574,-86.0528019,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102618,"SOUTH BRANCH BLACK RIVER AT BANGOR, MI",Stream,NA,04050002,NA,NA,NA,NA,42.315591,-86.1133572,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102700,"SOUTH BRANCH BLACK RIVER NEAR BANGOR, MI",Stream,NA,04050002,83.6,sq mi,NA,NA,42.35420009,-86.1875265,24000,10,seconds,Interpolated from MAP.,NAD83,610,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102720,"CEDAR CREEK AT 16TH AVENUE NEAR SOUTH HAVEN, MI",Stream,NA,04050002,17.6,sq mi,NA,NA,42.36058858,-86.2039159,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102726,"BUTTERNUT CREEK NEAR SOUTH HAVEN, MI",Stream,NA,04050002,10.9,sq mi,NA,NA,42.4116978,-86.21614019,24000,1,seconds,Interpolated from MAP.,NAD83,585,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102730,"SOUTH BRANCH BLACK RIVER AT 70TH ST NR KIBBIE, MI",Stream,NA,04050002,130,sq mi,NA,NA,42.41530869,-86.2253071,24000,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102731,"SOUTH BRANCH BLACK RIVER NEAR SOUTH HAVEN, MI",Stream,NA,04050002,NA,NA,NA,NA,42.419475,-86.2400297,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102735,"LITTLE BEAR LAKE DRAIN NEAR BLOOMINGDALE, MI",Stream,NA,04050002,5.01,sq mi,NA,NA,42.41920005,-86.0403046,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102743,"MELVIN C DR AT 42ND ST NR BLOOMINGDALE, MI",Stream,NA,04050002,NA,NA,NA,NA,42.39086819,-85.9569679,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102750,"MELVIN CREEK AT 47.5 STREET NEAR BLOOMINGDALE, MI",Stream,NA,04050002,7.1,sq mi,NA,NA,42.40920075,-86.0097482,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,159,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102770,"BARBER CREEK AT BASELINE RD NR GRAND JUNCTION, MI",Stream,NA,04050002,7.71,sq mi,NA,NA,42.41892199,-86.061416,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,005,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04102810,"SOUTH BRANCH KALAMAZOO RIVER NEAR HOMER, MI",Stream,NA,04050003,NA,NA,NA,NA,42.15948787,-84.8052495,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,025,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04104280,"BATTLE CREEK NR CHARLOTTE, MI",Stream,NA,04050003,NA,NA,NA,NA,42.4944818,-84.8688768,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04104290,"BIG CREEK NEAR OLIVET, MI",Stream,NA,04050003,NA,NA,NA,NA,42.46948227,-84.8902654,NA,1,minutes,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04104300,"INDIAN CREEK AT MESSENGER HWY AT OLIVET, MI",Stream,NA,04050003,48.7,sq mi,NA,NA,42.4625379,-84.9302664,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,26,045,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
