OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08629.CHEM,Sample-Routine,Other,NA,2012-06-04,01:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15211,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,41,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-06-04T06:35:00Z,NA,41
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09846.CHEM,Sample-Routine,Other,NA,2012-09-10,01:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-09-11,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-09-10T06:30:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09148.CHEM,Sample-Routine,Other,NA,2012-07-02,02:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-07-13,NA,Laboratory Reporting Level,2,mg/l,NA,STORET,2012-07-02T07:20:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08612.CHEM,Sample-Routine,Other,NA,2012-06-04,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,31,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-06-04T07:15:00Z,NA,31
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09487.CHEM,Sample-Routine,Other,NA,2012-08-06,03:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-08-28,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-08-06T08:45:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07821.CHEM,Sample-Routine,Other,NA,2012-04-30,01:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-04-30T06:45:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB05577.CHEM,Sample-Routine,Other,NA,2011-11-28,04:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,31,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-12-06,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2011-11-28T09:00:00Z,NA,31
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06995.CHEM,Sample-Routine,Other,NA,2012-03-05,02:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-03-26,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-03-05T07:45:00Z,NA,37
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10182.CHEM,Sample-Routine,Other,NA,2012-10-01,01:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,26,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-10-22,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-10-01T06:20:00Z,NA,26
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06201.CHEM,Sample-Routine,Other,NA,2012-01-03,03:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,34,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-09,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-01-03T08:00:00Z,NA,34
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06657.CHEM,Sample-Routine,Other,NA,2012-02-06,04:05:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,33,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-02-06T09:05:00Z,NA,33
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07372.CHEM,Sample-Routine,Other,NA,2012-04-02,02:42:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,28,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-04-02T07:42:00Z,NA,28
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10509.CHEM,Quality Control Sample-Field Replicate,Other,NA,2012-11-13,03:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,27,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-12-02,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-11-13T08:00:00Z,NA,27
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10490.CHEM,Sample-Routine,Other,NA,2012-11-13,03:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15212,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-12-02,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-11-13T08:00:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07379.CHEM,Sample-Routine,Other,NA,2012-04-02,02:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,45,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-04-02T07:35:00Z,NA,45
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09845.CHEM,Sample-Routine,Other,NA,2012-09-10,01:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,32,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-09-11,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-09-10T06:25:00Z,NA,32
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06656.CHEM,Sample-Routine,Other,NA,2012-02-06,03:56:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,54,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-02-06T08:56:00Z,NA,54
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09506.CHEM,Quality Control Sample-Field Replicate,Other,NA,2012-08-06,03:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-08-28,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-08-06T08:25:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07820.CHEM,Sample-Routine,Other,NA,2012-04-30,01:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-04-30T06:35:00Z,NA,37
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06202.CHEM,Sample-Routine,Other,NA,2012-01-03,02:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,53,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-09,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-01-03T07:45:00Z,NA,53
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07002.CHEM,Sample-Routine,Other,NA,2012-03-05,02:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,71,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-03-26,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-03-05T07:35:00Z,NA,71
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB05578.CHEM,Sample-Routine,Other,NA,2011-11-28,03:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,Flow collected by TAF and KAK on 11/28/2011.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,51,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-12-06,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2011-11-28T08:50:00Z,NA,51
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10181.CHEM,Sample-Routine,Other,NA,2012-10-01,01:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,28,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-10-22,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-10-01T06:15:00Z,NA,28
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08611.CHEM,Sample-Routine,Other,NA,2012-06-04,02:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,35,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-06-04T07:10:00Z,NA,35
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09486.CHEM,Sample-Routine,Other,NA,2012-08-06,03:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-08-28,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-08-06T08:25:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10489.CHEM,Sample-Routine,Other,NA,2012-11-13,02:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-11-30,NA,Laboratory Reporting Level,20,mg/l,NA,STORET,2012-11-13T07:45:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09147.CHEM,Sample-Routine,Other,NA,2012-07-02,02:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15213,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-07-16,NA,Laboratory Reporting Level,4,mg/l,NA,STORET,2012-07-02T07:10:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07822.CHEM,Sample-Routine,Other,NA,2012-04-30,04:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,44,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-05-04,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-04-30T09:50:00Z,NA,44
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB05579.CHEM,Sample-Routine,Other,NA,2011-11-28,05:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,50,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-12-06,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2011-11-28T10:15:00Z,NA,50
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06203.CHEM,Sample-Routine,Other,NA,2012-01-03,03:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,48,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-01-09,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-01-03T08:15:00Z,NA,48
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07378.CHEM,Sample-Routine,Other,NA,2012-04-02,03:16:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,42,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-04-05,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-04-02T08:16:00Z,NA,42
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09149.CHEM,Sample-Routine,Other,NA,2012-07-02,02:55:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-07-13,NA,Laboratory Reporting Level,2,mg/l,NA,STORET,2012-07-02T07:55:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10183.CHEM,Sample-Routine,Other,NA,2012-10-01,01:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,26,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-10-22,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-10-01T06:50:00Z,NA,26
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06655.CHEM,Sample-Routine,Other,NA,2012-02-06,04:18:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,52,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-02-06T09:18:00Z,NA,52
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10491.CHEM,Sample-Routine,Other,NA,2012-11-13,03:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,27,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-12-02,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-11-13T08:15:00Z,NA,27
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB08613.CHEM,Sample-Routine,Other,NA,2012-06-04,02:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,31,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-06-20,NA,Laboratory Reporting Level,6,mg/l,NA,STORET,2012-06-04T07:40:00Z,NA,31
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09488.CHEM,Sample-Routine,Other,NA,2012-08-06,04:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,26,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-08-28,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-08-06T09:10:00Z,NA,26
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB07001.CHEM,Sample-Routine,Other,NA,2012-03-05,03:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,62,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-03-20,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2012-03-05T08:00:00Z,NA,62
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB09847.CHEM,Sample-Routine,Other,NA,2012-09-10,02:05:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15214,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Dissolved,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.0,INSTOR_WQX,300.0,NA,Underwriters Laboratory (formerly EHL),2012-09-11,NA,Laboratory Reporting Level,10,mg/l,NA,STORET,2012-09-10T07:05:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB06649.CHEM,Sample-Routine,Other,NA,2012-02-06,04:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,NA,INSTOR_WQX-15215,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,140,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-02-22,NA,Laboratory Reporting Level,12.5,mg/l,NA,STORET,2012-02-06T09:30:00Z,NA,140
