OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01100551,Sample-Routine,Water,Surface Water,2011-09-20,13:22:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,11,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2011-09-26,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2011-09-20T18:22:00Z,NA,11
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00303738,Sample-Routine,Water,Surface Water,2003-09-09,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2003-09-09T17:30:00Z,NA,8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00403769,Sample-Routine,Water,Surface Water,2004-08-26,10:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chloride,Total,8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2004-08-26T15:30:00Z,NA,8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200760,Sample-Routine,Water,Surface Water,2012-09-04,15:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,12,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-09-11,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-09-04T20:45:00Z,NA,12
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00503494,Sample-Routine,Water,Surface Water,2005-04-19,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,5,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2005-04-19T17:00:00Z,NA,5
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00202730,Sample-Routine,Water,Surface Water,2002-05-10,10:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2002-05-10T15:30:00Z,NA,4
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00202728,Sample-Routine,Water,Surface Water,2002-04-22,09:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Spring breakup,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,3,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2002-04-22T14:50:00Z,NA,3
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00800066,Sample-Routine,Water,Surface Water,2007-11-13,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,9,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2007-11-13T17:00:00Z,NA,9
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00601498,Sample-Routine,Water,Surface Water,2006-07-06,11:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2006-07-06T16:00:00Z,NA,7
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00102319,Sample-Routine,Water,Surface Water,2001-08-14,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,50,USGS parameter code 82398,Point sample,Peristaltic pump,NA,Chloride,Total,7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2001-08-14T17:00:00Z,NA,7
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01100523,Sample-Routine,Water,Surface Water,2011-09-08,13:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,9.2,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2011-09-13,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2011-09-08T18:00:00Z,NA,9.2
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01100045,Sample-Routine,Water,Surface Water,2010-10-27,09:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Rising stage,Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2010-10-27T14:30:00Z,NA,7
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00202733,Sample-Routine,Water,Surface Water,2002-07-08,12:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2002-07-08T17:15:00Z,NA,6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300045,Sample-Routine,Water,Surface Water,2012-10-30,11:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Storm,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,11,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-11-05,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-10-30T16:30:00Z,NA,11
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00102317,Sample-Routine,Water,Surface Water,2001-04-18,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chloride,Total,4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2001-04-18T17:30:00Z,NA,4
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00701575,Sample-Routine,Water,Surface Water,2007-07-12,11:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Not determined,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,9,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2007-07-12T16:00:00Z,NA,9
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200774,Sample-Routine,Water,Surface Water,2012-09-25,09:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Rising stage,Storm,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,13,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-10-09,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-09-25T14:15:00Z,NA,13
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00800009,Sample-Routine,Water,Surface Water,2007-10-09,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,10,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2007-10-09T17:30:00Z,NA,10
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00303735,Sample-Routine,Water,Surface Water,2002-11-12,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chloride,Total,6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2002-11-12T17:30:00Z,NA,6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00403766,Sample-Routine,Water,Surface Water,2003-10-29,11:55:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chloride,Total,8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2003-10-29T16:55:00Z,NA,8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00000397,Sample-Routine,Water,Surface Water,2000-09-26,12:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Not determined,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2000-09-26T17:15:00Z,NA,6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200314,Sample-Routine,Water,Surface Water,2012-03-26,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Snowmelt,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,5.7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-04-03,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-03-26T17:30:00Z,NA,5.7
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00501531,Sample-Routine,Water,Surface Water,2005-06-15,11:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2005-06-15T16:30:00Z,NA,6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300056,Sample-Routine,Water,Surface Water,2012-11-13,10:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,8.8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-11-20,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-11-13T15:30:00Z,NA,8.8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01100344,Sample-Routine,Water,Surface Water,2011-06-29,14:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,4.7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2011-07-11,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2011-06-29T19:15:00Z,NA,4.7
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01200563,Sample-Routine,Water,Surface Water,2012-06-04,12:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Falling stage,Storm,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,7.1,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-06-11,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-06-04T17:15:00Z,NA,7.1
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00701860,Sample-Routine,Water,Surface Water,2007-07-31,11:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,10,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2007-07-31T16:00:00Z,NA,10
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01300031,Sample-Routine,Water,Surface Water,2012-10-22,14:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,10,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2012-11-05,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2012-10-22T19:40:00Z,NA,10
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00202729,Sample-Routine,Water,Surface Water,2002-04-29,11:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Spring breakup,50,USGS parameter code 82398,Point sample,Peristaltic pump,NA,Chloride,Total,3,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2002-04-29T16:00:00Z,NA,3
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01100142,Sample-Routine,Water,Surface Water,2011-04-14,13:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Falling stage,Spring breakup,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,5.6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2011-04-18,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2011-04-14T18:30:00Z,NA,5.6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00702739,Sample-Routine,Water,Surface Water,2007-08-30,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Not determined,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,12,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2007-08-30T17:30:00Z,NA,12
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00000396,Sample-Routine,Water,Surface Water,2000-08-16,12:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Not determined,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2000-08-16T17:15:00Z,NA,6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00800010,Sample-Routine,Water,Surface Water,2007-10-22,11:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Peak stage,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2007-10-22T16:30:00Z,NA,8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00202732,Sample-Routine,Water,Surface Water,2002-06-18,11:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, high stage",Routine sample,50,USGS parameter code 82398,Point sample,Peristaltic pump,NA,Chloride,Total,4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2002-06-18T16:15:00Z,NA,4
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00800479,Sample-Routine,Water,Surface Water,2008-05-07,09:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,4,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2008-05-07T14:30:00Z,NA,4
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00600019,Sample-Routine,Water,Surface Water,2005-10-17,10:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,6,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2005-10-17T15:45:00Z,NA,6
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00900766,Sample-Routine,Water,Surface Water,2009-05-12,09:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,Not determined,Routine sample,USGS,USGS,USGS,Unknown,NA,Chloride,Total,5,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2009-05-12T14:20:00Z,NA,5
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400056,Sample-Routine,Water,Surface Water,2013-11-07,16:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, low stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,8.8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),2013-11-12,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2013-11-07T21:00:00Z,NA,8.8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.00202726,Sample-Routine,Water,Surface Water,2001-10-09,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chloride,Total,8,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,EPA method,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2001-10-09T17:00:00Z,NA,8
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01001072,Sample-Routine,Water,Surface Water,2010-06-29,08:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-04067648,NA,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Grab sample,NA,Chloride,Total,7,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,99220,NA,NA,NA,NA,NA,NA,NA,NA,NA,Michigan Department of Environmental Quality (MDEQ),NA,NA,Lower Reporting Limit,1,mg/l,NA,NWIS,2010-06-29T13:20:00Z,NA,7
