OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName
USGS-IN,USGS Indiana Water Science Center,USGS-414204086562401,KINTZELE DIT AT BEV DR AT BEVERLY SHORES IND,Stream: Ditch,NA,04040001,NA,NA,NA,NA,41.7011498,-86.940031,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,587,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-IN,USGS Indiana Water Science Center,USGS-414241086030101,"COBUS CREEK NEAR ELKHART, IN",Stream,NA,04050001,NA,NA,NA,NA,41.71148056,-86.0502,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,755,feet,5,feet,Interpolated from topographic map.,NGVD29,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-INDU_04,Little Calumet River (East Arm),River/Stream,"Station:  The water quality monitoring station is located on the east arm of the Little Calumet River.  The station was established at the bridge over the Little Calumet River on Howe Rd.  Although water quality monitoring on rivers would normally be reported as a project under our Large Rivers water quality monitoring protocols, because we currently collect data at this site at the same frequency as our inland lake water quality monitoring, we are incorporating this river station under this project.  Measurements are collected mid-stream from the upstream side of the bridge on Howe Rd.  A permanent marker was used to note the spot on the bridge railing from which measurements are collected, including height measurement from top of railing (benchmark) to the water's surface.  A map and photographs of the station are shown in Record #'s 1, 2, 3, and 4 under the Pictures tab above.  Flow and additional water quality parameters are collected by USGS staff at a previously established site just upstream where the river passes under Highway 20 (USGS Site Name: USGS 04094000 LITTLE CALUMET RIVER AT PORTER, IN; website: http://waterdata.usgs.gov/nwis/uv/?site_no=04094000&agency_cd=USGS)",04040001,NA,NA,NA,NA,41.62246049,-87.09460448,NA,NA,NA,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-11994,LMJ110-0086,River/Stream,Angola STP Influent (999 Raw Influent),04050001,NA,NA,NA,NA,41.6279194444,-84.9844527777,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-11995,LMJ110-0087,River/Stream,Walking path north of Angola STP,04050001,NA,NA,NA,NA,41.6312694444,-84.9828333333,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-11997,LMJ110-0088,River/Stream,South of Angola Middle School,04050001,NA,NA,NA,NA,41.6282111111,-84.9785194444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-12708,LMJ110-0099,River/Stream,Hanselman Rd,04050001,NA,NA,NA,NA,41.6044472222,-84.9423,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-12709,LMJ110-0100,River/Stream,Metz Rd,04050001,NA,NA,NA,NA,41.6208527777,-84.9304416666,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-12710,LMJ110-0101,River/Stream,US Hwy 20,04050001,NA,NA,NA,NA,41.6318972222,-84.9375,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-12712,LMJ110-0102,River/Stream,CR 350E,04050001,NA,NA,NA,NA,41.6364027777,-84.9253,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-12713,LMJ110-0103,River/Stream,CR 20N,04050001,NA,NA,NA,NA,41.6470861111,-84.9276722222,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1899,LMG020-0003,Canal Transport,"Bridge on Dickey Rd, E Chicago",04040001,NA,NA,NA,NA,41.6552777777,-87.4591666666,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1900,LMG020-0004,Canal Transport,"Bridge on Columbus Dr, E Chicago",04040001,NA,NA,NA,NA,41.6394444444,-87.4711111111,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1901,LMG020-0005,Canal Transport,"Bridge on Indianapolis Blvd, E Chicago",04040001,NA,NA,NA,NA,41.6466666666,-87.4805555555,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1904,LMG020-0014,River/Stream,Culvert at State Line Rd at End of 129th St in Hammond,04040001,NA,NA,NA,NA,41.6619444444,-87.5247222222,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1915,LMG060-0005,River/Stream,"SR 249 Bridge (Crisman R), Portage",04040001,NA,NA,NA,NA,41.6125,-87.1738888888,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1916,LMG040-0003,River/Stream,"Portage Boat Yard Dock, Portage",04040001,NA,NA,NA,NA,41.6025,-87.1930555555,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1918,LMG060-0007,River/Stream,"Portage Public Marina, US Hwy 12",04040001,NA,NA,NA,NA,41.6183333333,-87.1763888888,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1920,LMG050-0006,River/Stream,"US 20 Bridge, Portage",04040001,NA,NA,NA,NA,41.5997222222,-87.1463888888,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1921,LMG050-0007,River/Stream,"SR 130 Bridge, Below STP, Near Valparaiso",04040001,NA,NA,NA,NA,41.4986111111,-87.1416666666,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1922,LMG060-0008,River/Stream,"SR 149, S of US Hwy 12, NW of Porter",04040001,NA,NA,NA,NA,41.6169444444,-87.1261111111,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1924,LMG070-0005,River/Stream,"Kruegar Park bridge, Michigan City",04040001,NA,NA,NA,NA,41.7225,-86.8758333333,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1926,LMG070-0007,River/Stream,"Franklin St Bridge, Michigan City",04040001,NA,NA,NA,NA,41.7227777777,-86.9044444444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1927,LMG070-0008,River/Stream,"US 12 Bridge, Michigan City",04040001,NA,NA,NA,NA,41.7216666666,-86.8969444444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1935,LMJ150-0004,River/Stream,"Boat ramp 500yds upstream of N Division St, Bristol",04050001,NA,NA,NA,NA,41.7227777777,-85.8147222222,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1936,LMJ190-0006,River/Stream,"Boat ramp 200 ft downstream of US 33 bridge, Benton",04050001,NA,NA,NA,NA,41.5077777777,-85.7594444444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1937,LMJ210-0008,River/Stream,"SR 120 (E Jackson Blvd) Bridge, Elkhart",04050001,NA,NA,NA,NA,41.6877777777,-85.9722222222,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-1938,LMJ120-0009,River/Stream,Scott (Game Preserve)  boat ramp,04050001,NA,NA,NA,NA,41.74,-85.5569444444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-3847,LMJ110-0012,River/Stream,"Bill Deller Rd, near Pleasant Lake",04050001,NA,NA,NA,NA,41.5967444444,-84.9757916666,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-3850,LMJ110-0014,River/Stream,"CR 400 S, E of Old Hwy 27",04050001,NA,NA,NA,NA,41.5859166666,-84.9973444444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-4066,LMJ110-0016,River/Stream,Bill Dellar Rd  Near STP Outfall (S-1A),04050001,NA,NA,NA,NA,41.6238888888,-84.98,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-4069,LMJ110-0019,River/Stream,275 South Rd (S-4),04050001,NA,NA,NA,NA,41.6044444444,-84.9791666666,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-4070,LMJ110-0020,River/Stream,Above Mud Lake,04050001,NA,NA,NA,NA,41.6016666666,-84.9788888888,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-4071,LMJ110-0021,River/Stream,100ft Below Mud Lake,04050001,NA,NA,NA,NA,41.5993027777,-84.9777638888,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-4074,LMJ110-0024,River/Stream,Meridian Rd (S-6),04050001,NA,NA,NA,NA,41.5966666666,-84.99,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-6053,LMJ150-0008,River/Stream,CR 27 E,04050001,NA,NA,NA,NA,41.6381944444,-85.8069444444,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-6631,LMJ240-0024,River/Stream,"Boat Ramp at St. Patricks County Park, South Bend, IN",04050001,NA,NA,NA,NA,41.7577777777,-86.2716666666,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-7432,LMJ110-0032,River/Stream,Deer Run Ct,04050001,NA,NA,NA,NA,41.61895,-84.9779138888,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
21IND_WQX,Indiana Department Of Environmental Management,21IND_WQX-7493,LMJ240-0026,River/Stream,Boat ramp 300 ft upstream of Mishawaka Ave Bridge @ Merrifield Pk,04050001,NA,NA,NA,NA,41.6663888888,-86.1677777777,0,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET
EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-04092750,INDIANA HARBOB CANAL,River/Stream,Tributary sampling station at Indiana Harbor Canal,04040001,NA,NA,NA,NA,41.6575,-87.455833,24000,40,m,Interpolation-Map,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG020-0014,WL-SL,River/Stream,Culvert at State Line Rd at End of 129th St in Hammond,04040001,NA,NA,NA,NA,41.66,-87.52,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG030-0002,LMG030-0002,River/Stream,Grand Blvd,04040001,NA,NA,NA,NA,41.43,-87.25,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG030-0008,LMG030-0008,River/Stream,"D/s of dam in Festival Park and Lake George, u/s of gage, Hobart",04040001,NA,NA,NA,NA,41.53,-87.25,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG040-0001,LMG040-0001,River/Stream,SR 51,04040001,NA,NA,NA,NA,41.58,-87.23,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG040-0003,BD-3W,River/Stream,"Portage Boat Yard Dock, Portage",04040001,NA,NA,NA,NA,41.6,-87.19,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG050-0001,LMG050-0001,River/Stream,CR 500 N,04040001,NA,NA,NA,NA,41.5,-87.13,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG050-0006,SLC-1,River/Stream,"US 20 Bridge, Portage",04040001,NA,NA,NA,NA,41.59,-87.14,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG050-0007,SLC-17,River/Stream,"SR 130 Bridge, Below STP, Near Valparaiso",04040001,NA,NA,NA,NA,41.49,-87.14,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG060-0002,LMG060-0002,River/Stream,Wagner Rd,04040001,NA,NA,NA,NA,41.62,-87.07,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG060-0005,BD-2E,River/Stream,"SR 249 Bridge (Crisman R), Portage",04040001,NA,NA,NA,NA,41.61,-87.17,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG060-0007,BD-1,River/Stream,"Portage Public Marina, US Hwy 12",04040001,NA,NA,NA,NA,41.61,-87.17,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG060-0008,LCR-39,River/Stream,"SR 149, S of US Hwy 12, NW of Porter",04040001,NA,NA,NA,NA,41.61,-87.12,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG060-0012,LMG060-0012,River/Stream,Upstream of Outlet to Lake Michigan - Midwest Steel Catwalk,04040001,NA,NA,NA,NA,41.62,-87.17,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMG060-0016,LMG060-0016,River/Stream,USGS Gaging Station near Porter on US 20,04040001,NA,NA,NA,NA,41.62,-87.08,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ090-0001,LMJ090-0001,River/Stream,CR 675 W,04050001,NA,NA,NA,NA,41.73,-85.11,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ090-0011,LMJ090-0011,River/Stream,after overflow from lake,04050001,NA,NA,NA,NA,41.72,-85.18,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ090-0016,LMJ090-0016,River/Stream,Lake outfall to Orland ditch,04050001,NA,NA,NA,NA,41.72,-85.18,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0001,LMJ110-0001,River/Stream,CR 400 S,04050001,NA,NA,NA,NA,41.58,-84.99,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0002,LMJ110-0002,River/Stream,Meridian Rd,04050001,NA,NA,NA,NA,41.59,-84.99,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0003,LMJ110-0003,River/Stream,SR 327,04050001,NA,NA,NA,NA,41.65,-85.17,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0015,LMJ110-0015,River/Stream,STP Outfall (001 Final Effluent),04050001,NA,NA,NA,NA,41.62,-84.98,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0016,LMJ110-0016,River/Stream,Bill Dellar Rd  Near STP Outfall (S-1A),04050001,NA,NA,NA,NA,41.62,-84.98,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0018,LMJ110-0018,River/Stream,Bill Dellar Rd (S-3),04050001,NA,NA,NA,NA,41.61,-84.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0019,LMJ110-0019,River/Stream,275 South Rd (S-4),04050001,NA,NA,NA,NA,41.6,-84.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0024,LMJ110-0024,River/Stream,Meridian Rd (S-6),04050001,NA,NA,NA,NA,41.59,-84.99,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ110-0029,LMJ110-0029,River/Stream,Unnamed road off Redding Rd,04050001,NA,NA,NA,NA,41.62,-84.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ120-0002,LMJ120-0002,River/Stream,SR 120,04050001,NA,NA,NA,NA,41.71,-85.47,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ140-0001,LMJ140-0001,River/Stream,CR 400 S,04050001,NA,NA,NA,NA,41.58,-85.49,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ150-0001,LMJ150-0001,River/Stream,800 W,04050001,NA,NA,NA,NA,41.64,-85.74,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ150-0004,SJR-87,River/Stream,"CR Bristol, N Division St",04050001,NA,NA,NA,NA,41.72,-85.81,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ170-0001,LMJ170-0001,River/Stream,CR 450 W,04050001,NA,NA,NA,NA,41.46,-85.51,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ170-0004,LMJ170-0004,River/Stream,1125 N,04050001,NA,NA,NA,NA,41.5,-85.25,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ190-0001,LMJ190-0001,River/Stream,CR 44,04050001,NA,NA,NA,NA,41.51,-85.73,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ190-0002,LMJ190-0002,River/Stream,SR 5 Pigeon St,04050001,NA,NA,NA,NA,41.46,-85.58,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ190-0006,ER-29,River/Stream,SR 33 Near Benton,04050001,NA,NA,NA,NA,41.5,-85.75,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ200-0002,LMJ200-0002,River/Stream,200 W Rd,04050001,NA,NA,NA,NA,41.4,-85.89,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,085,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ200-0003,LMJ200-0003,River/Stream,CR 142,04050001,NA,NA,NA,NA,41.51,-85.84,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ210-0001,LMJ210-0001,River/Stream,CR 17,04050001,NA,NA,NA,NA,41.62,-85.88,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ210-0002,LMJ210-0002,River/Stream,CR 13,04050001,NA,NA,NA,NA,41.61,-85.92,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ210-0008,ER-.3,River/Stream,"SR 120 (E Jackson Blvd) Bridge, Elkhart",04050001,NA,NA,NA,NA,41.68,-85.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR,Indiana STORET,INSTOR-LMJ220-0001,LMJ220-0001,River/Stream,Riverside Dr,04050001,NA,NA,NA,NA,41.69,-85.97,NA,NA,NA,Unknown,NAD83,0,ft,NA,NA,NA,Unknown,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
